serie1,serie2,best_pearson,best_spearman,best_kendall,lag_pearson,lag_spearman,lag_kendall
SI=F.PctChange,MCD.PctChange,0.11537354402610898,0.057829871949288944,0.03859648957779085,0,95,95
SI=F.PctChange,COST.PctChange,0.07822321444664071,0.06386308769968581,0.04245427240517257,0,170,170
SI=F.PctChange,TGT.PctChange,0.06270030021064979,-0.06313249025377121,0.04233299211674624,-134,-166,-166
SI=F.PctChange,GE.PctChange,-0.08295715435502743,-0.065833815022279,0.043780876232029635,-128,-128,-128
SI=F.PctChange,HON.PctChange,0.12426116714159109,0.09176272923115505,0.06225620644190209,0,0,0
SI=F.PctChange,CAT.PctChange,0.14687609816275699,0.14450945783639468,0.09763687062032704,0,0,0
SI=F.PctChange,UPS.PctChange,-0.07015552342190114,-0.0507687260406406,0.03420502529950214,25,25,25
SI=F.PctChange,DE.PctChange,0.1397879314576886,0.10710354140561947,0.07210118403814789,0,0,0
SI=F.PctChange,NEE.PctChange,0.14125285249094968,0.0921182631271233,0.06257635280536691,0,0,0
SI=F.PctChange,DUK.PctChange,0.12437360385253084,0.08202450977479359,0.05554355752451827,0,0,0
SI=F.PctChange,PLD.PctChange,0.1499494198380312,0.09085430617449237,0.06134520831603148,0,0,0
SI=F.PctChange,AMT.PctChange,0.15055915803651748,0.1093498432844268,0.0741609744295812,0,0,0
CL=F.PctChange,BZ=F.PctChange,0.7695742910370641,0.9016531568769393,0.7595101435137799,0,0,0
CL=F.PctChange,NG=F.PctChange,-0.09159885365752263,0.09449303524063692,0.0641953216778265,94,0,0
CL=F.PctChange,HG=F.PctChange,0.23857550800185542,0.2790879772964926,0.19117317686051322,0,0,0
CL=F.PctChange,ZW=F.PctChange,0.07415997132566853,0.09792239731843094,0.06556314149115909,0,0,0
CL=F.PctChange,ZC=F.PctChange,0.11239004491629942,0.12301673851587805,0.08193872527670158,0,0,0
CL=F.PctChange,ZS=F.PctChange,0.12254861135555488,0.1832974665505446,0.12333033293672475,0,0,0
CL=F.PctChange,^GSPC.PctChange,0.22022511150891905,0.21445051596255543,0.14837175172269032,0,0,0
CL=F.PctChange,^IXIC.PctChange,0.17515698978115837,0.14897710907442752,0.10205969697765332,0,0,0
CL=F.PctChange,^DJI.PctChange,0.22690899049629223,0.22508386811324893,0.15575526818561203,0,0,0
CL=F.PctChange,^RUT.PctChange,0.2045553191481313,0.2300352497048885,0.15920307302790587,0,0,0
CL=F.PctChange,^N225.PctChange,0.07905648768039353,0.08426100171119452,0.0568511694053012,1,1,1
CL=F.PctChange,^FTSE.PctChange,0.2327611356024516,0.22281255151137283,0.1530414106488242,0,0,0
CL=F.PctChange,^GDAXI.PctChange,0.16063087136537424,0.12881226104177898,0.08763181374896842,0,0,0
CL=F.PctChange,^STOXX50E.PctChange,0.18539906799723704,0.16519753789911806,0.11313122899459441,0,0,0
CL=F.PctChange,^HSI.PctChange,0.11175846264679505,0.0990215117424481,0.06702001722411673,0,1,1
CL=F.PctChange,^BVSP.PctChange,0.1828984993885593,0.22821312303908686,0.15567976670056916,0,0,0
CL=F.PctChange,DX-Y.NYB.PctChange,-0.06958394543615094,-0.11691975316237622,0.08007899061540939,0,0,0
CL=F.PctChange,^VIX.PctChange,-0.1487215675852795,-0.18082605345126834,0.1227193791699554,0,0,0
CL=F.PctChange,^DJT.PctChange,0.1729820851154029,0.1791478201105887,0.12281233922353958,0,0,0
CL=F.PctChange,^IRX.PctChange,0.07514908135458444,0.07004968896052231,0.04808326771533358,-13,0,0
CL=F.PctChange,^FVX.PctChange,0.1588711798804779,0.16502015622521396,0.11354829150092804,-22,0,0
CL=F.PctChange,^TNX.PctChange,0.20734566166293827,0.19070251778146147,0.13196513802919466,-27,0,0
CL=F.PctChange,^TYX.PctChange,0.20992474921318133,0.20134360632259587,0.13901265243688973,-27,0,0
CL=F.PctChange,AAPL.PctChange,0.12918716600915175,0.10674321040503623,0.07264168775599683,0,0,0
CL=F.PctChange,MSFT.PctChange,0.1358219420759004,0.11447368689635598,0.07808584664724971,0,0,0
CL=F.PctChange,GOOGL.PctChange,0.12422983833717187,0.10421360800972987,0.0706657280694169,0,0,0
CL=F.PctChange,META.PctChange,0.08409812374096594,0.07584272442248817,0.05145922091786497,-22,0,0
CL=F.PctChange,NVDA.PctChange,0.11435674024437183,0.10426159141822099,0.07128105221369174,0,0,0
CL=F.PctChange,AVGO.PctChange,0.13669068040652846,0.11359031681795191,0.07754015562389126,0,0,0
